GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G71668","2006-2010",,,,,,,,,,,,,,,,,,,,,"Poteet, TX Urban Cluster","71668",,,,,,,,,,,"Poteet, TX Urban Cluster",3051,2120,0,10,0,0,834,87,40,47,"Poteet, TX Urban Cluster",185,351,127,16,127,127,300,93,62,74
"G71695","2006-2010",,,,,,,,,,,,,,,,,,,,,"Potosi, MO Urban Cluster","71695",,,,,,,,,,,"Potosi, MO Urban Cluster",4803,4001,556,26,34,0,129,57,11,46,"Potosi, MO Urban Cluster",401,353,97,22,30,114,86,52,18,47
"G71722","2006-2010",,,,,,,,,,,,,,,,,,,,,"Potsdam, NY Urban Cluster","71722",,,,,,,,,,,"Potsdam, NY Urban Cluster",9685,8184,835,13,406,0,33,214,35,179,"Potsdam, NY Urban Cluster",355,571,465,19,126,123,36,75,35,70
"G71749","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pottstown, PA Urbanized Area","71749",,,,,,,,,,,"Pottstown, PA Urbanized Area",79025,69012,6710,14,755,0,723,1811,135,1676,"Pottstown, PA Urbanized Area",748,1256,815,17,184,109,365,495,139,458
"G71776","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pottsville, PA Urban Cluster","71776",,,,,,,,,,,"Pottsville, PA Urban Cluster",40335,38751,782,63,254,0,93,392,22,370,"Pottsville, PA Urban Cluster",576,584,246,46,103,109,73,150,25,150
"G71803","2006-2010",,,,,,,,,,,,,,,,,,,,,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area","71803",,,,,,,,,,,"Poughkeepsie--Newburgh, NY Urbanized Area",375252,284834,46453,556,11454,33,23332,8590,2192,6398,"Poughkeepsie--Newburgh, NY Urbanized Area",2382,3101,1479,188,829,36,1637,1069,497,897
"G71830","2006-2010",,,,,,,,,,,,,,,,,,,,,"Powell, WY Urban Cluster","71830",,,,,,,,,,,"Powell, WY Urban Cluster",6230,5927,22,33,86,0,94,68,30,38,"Powell, WY Urban Cluster",184,266,22,33,68,119,93,78,43,58
"G71857","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prairie du Chien, WI--IA Urban Cluster","71857",,,,,,,,,,,"Prairie du Chien, WI--IA Urban Cluster",6833,6384,291,17,22,0,43,76,0,76,"Prairie du Chien, WI--IA Urban Cluster",218,224,109,19,28,119,41,42,119,42
"G71884","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prairie du Sac--Sauk City, WI Urban Cluster","71884",,,,,,,,,,,"Prairie du Sac--Sauk City, WI Urban Cluster",7215,6748,32,0,0,0,256,179,121,58,"Prairie du Sac--Sauk City, WI Urban Cluster",212,307,50,99,99,99,197,147,144,68
"G71911","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prairie Grove, AR Urban Cluster","71911",,,,,,,,,,,"Prairie Grove, AR Urban Cluster",3244,2923,0,82,35,0,44,160,41,119,"Prairie Grove, AR Urban Cluster",286,299,119,80,38,119,70,105,34,97
"G71938","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prairie View, TX Urban Cluster","71938",,,,,,,,,,,"Prairie View, TX Urban Cluster",3726,30,3633,0,0,0,63,0,0,0,"Prairie View, TX Urban Cluster",530,27,532,127,127,127,98,127,127,127
"G71965","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pratt, KS Urban Cluster","71965",,,,,,,,,,,"Pratt, KS Urban Cluster",6476,6081,151,14,17,0,0,213,55,158,"Pratt, KS Urban Cluster",341,338,61,25,40,109,109,114,66,90
"G71992","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prattville, AL Urban Cluster","71992",,,,,,,,,,,"Prattville, AL Urban Cluster",42386,32748,8191,72,338,0,321,716,23,693,"Prattville, AL Urban Cluster",744,840,723,53,153,119,136,274,23,265
"G72019","2006-2010",,,,,,,,,,,,,,,,,,,,,"Premont, TX Urban Cluster","72019",,,,,,,,,,,"Premont, TX Urban Cluster",2681,2442,45,0,0,0,194,0,0,0,"Premont, TX Urban Cluster",26,157,48,127,127,127,143,127,127,127
"G72046","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prescott, AZ Urbanized Area","72046",,,,,,,,,,,"Prescott, AZ Urbanized Area",71887,64336,463,1114,816,0,3537,1621,639,982,"Prescott, AZ Urbanized Area",1352,1509,135,291,222,132,779,374,286,281
"G72073","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prescott, AR Urban Cluster","72073",,,,,,,,,,,"Prescott, AR Urban Cluster",3112,1402,1657,0,0,0,0,53,0,53,"Prescott, AR Urban Cluster",140,220,256,119,119,119,119,58,119,58
"G72100","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prescott, WI Urban Cluster","72100",,,,,,,,,,,"Prescott, WI Urban Cluster",3896,3765,0,62,0,0,0,69,57,12,"Prescott, WI Urban Cluster",128,174,99,77,99,99,99,83,74,18
"G72127","2006-2010",,,,,,,,,,,,,,,,,,,,,"Presidio, TX Urban Cluster","72127",,,,,,,,,,,"Presidio, TX Urban Cluster",4509,3466,0,253,0,0,790,0,0,0,"Presidio, TX Urban Cluster",208,448,127,253,127,127,399,127,127,127
"G72154","2006-2010",,,,,,,,,,,,,,,,,,,,,"Presque Isle, ME Urban Cluster","72154",,,,,,,,,,,"Presque Isle, ME Urban Cluster",6641,6207,39,189,17,7,11,171,0,171,"Presque Isle, ME Urban Cluster",343,336,40,83,18,12,14,80,104,80
"G72181","2006-2010",,,,,,,,,,,,,,,,,,,,,"Preston, ID Urban Cluster","72181",,,,,,,,,,,"Preston, ID Urban Cluster",3528,3402,0,28,0,0,62,36,0,36,"Preston, ID Urban Cluster",261,271,119,25,119,119,73,48,119,48
"G72208","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prestonsburg, KY Urban Cluster","72208",,,,,,,,,,,"Prestonsburg, KY Urban Cluster",5338,5203,82,0,0,0,4,49,22,27,"Prestonsburg, KY Urban Cluster",669,678,135,123,123,123,10,50,34,45
"G72235","2006-2010",,,,,,,,,,,,,,,,,,,,,"Price, UT Urban Cluster","72235",,,,,,,,,,,"Price, UT Urban Cluster",12734,11407,100,218,92,0,674,243,115,128,"Price, UT Urban Cluster",444,507,78,115,97,119,245,134,100,78
"G72262","2006-2010",,,,,,,,,,,,,,,,,,,,,"Princess Anne, MD Urban Cluster","72262",,,,,,,,,,,"Princess Anne, MD Urban Cluster",7516,2307,4786,0,0,0,98,325,17,308,"Princess Anne, MD Urban Cluster",701,345,624,127,127,127,45,208,28,199
"G72289","2006-2010",,,,,,,,,,,,,,,,,,,,,"Princeton, IL Urban Cluster","72289",,,,,,,,,,,"Princeton, IL Urban Cluster",7583,7318,56,66,23,0,59,61,0,61,"Princeton, IL Urban Cluster",305,321,36,50,27,119,63,51,119,51
"G72316","2006-2010",,,,,,,,,,,,,,,,,,,,,"Princeton, IN Urban Cluster","72316",,,,,,,,,,,"Princeton, IN Urban Cluster",8436,7748,263,0,47,0,186,192,0,192,"Princeton, IN Urban Cluster",260,284,200,119,53,119,132,159,119,159
"G72343","2006-2010",,,,,,,,,,,,,,,,,,,,,"Princeton, KY Urban Cluster","72343",,,,,,,,,,,"Princeton, KY Urban Cluster",5995,5274,558,0,112,0,32,19,0,19,"Princeton, KY Urban Cluster",263,308,168,123,141,123,48,37,123,37
"G72370","2006-2010",,,,,,,,,,,,,,,,,,,,,"Princeton, MN Urban Cluster","72370",,,,,,,,,,,"Princeton, MN Urban Cluster",3853,3696,0,0,20,0,42,95,0,95,"Princeton, MN Urban Cluster",388,378,93,93,25,93,47,46,93,46
"G72397","2006-2010",,,,,,,,,,,,,,,,,,,,,"Princeton, TX Urban Cluster","72397",,,,,,,,,,,"Princeton, TX Urban Cluster",3333,3181,25,0,61,15,22,29,29,0,"Princeton, TX Urban Cluster",497,476,40,127,93,24,33,46,46,127
"G72424","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prineville, OR Urban Cluster","72424",,,,,,,,,,,"Prineville, OR Urban Cluster",10878,10126,35,184,41,6,220,266,0,266,"Prineville, OR Urban Cluster",521,523,29,113,33,12,156,138,123,138
"G72451","2006-2010",,,,,,,,,,,,,,,,,,,,,"Prosser, WA Urban Cluster","72451",,,,,,,,,,,"Prosser, WA Urban Cluster",5474,4902,0,0,40,0,446,86,79,7,"Prosser, WA Urban Cluster",439,477,123,123,54,123,223,94,97,11
"G72478","2006-2010",,,,,,,,,,,,,,,,,,,,,"Providence, KY Urban Cluster","72478",,,,,,,,,,,"Providence, KY Urban Cluster",2767,2189,534,12,0,0,0,32,0,32,"Providence, KY Urban Cluster",213,217,87,20,123,123,123,27,123,27
"G72505","2006-2010",,,,,,,,,,,,,,,,,,,,,"Providence, RI--MA Urbanized Area","72505",,,,,,,,,,,"Providence, RI--MA Urbanized Area",1175241,972319,65913,3850,34855,448,71407,26449,6229,20220,"Providence, RI--MA Urbanized Area",2125,3328,1583,587,999,261,2635,1701,850,1454
"G72532","2006-2010",,,,,,,,,,,,,,,,,,,,,"Provincetown, MA Urban Cluster","72532",,,,,,,,,,,"Provincetown, MA Urban Cluster",3039,2957,25,0,0,0,0,57,0,57,"Provincetown, MA Urban Cluster",19,86,39,127,127,127,127,77,127,77
"G72559","2006-2010",,,,,,,,,,,,,,,,,,,,,"Provo--Orem, UT Urbanized Area","72559",,,,,,,,,,,"Provo--Orem, UT Urbanized Area",339132,305924,1833,2288,5556,2687,12502,8342,1333,7009,"Provo--Orem, UT Urbanized Area",1424,1805,266,410,524,467,1304,765,292,701
"G72586","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pryor Creek, OK Urban Cluster","72586",,,,,,,,,,,"Pryor Creek, OK Urban Cluster",8588,6404,16,819,6,7,18,1318,19,1299,"Pryor Creek, OK Urban Cluster",300,377,23,230,10,11,29,353,29,350
"G72613","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pueblo, CO Urbanized Area","72613",,,,,,,,,,,"Pueblo, CO Urbanized Area",128570,103212,2534,2308,890,151,14891,4584,1767,2817,"Pueblo, CO Urbanized Area",1511,1829,329,529,208,102,1249,678,410,486
"G72640","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pukalani--Makawao--Haiku-Pauwela, HI Urban Cluster","72640",,,,,,,,,,,"Pukalani--Makawao--Haiku-Pauwela, HI Urban Cluster",26908,11951,52,68,3893,2985,211,7748,184,7564,"Pukalani--Makawao--Haiku-Pauwela, HI Urban Cluster",1434,752,58,59,713,848,126,1106,126,1115
"G72667","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pulaski, TN Urban Cluster","72667",,,,,,,,,,,"Pulaski, TN Urban Cluster",7819,5812,1873,0,0,0,79,55,0,55,"Pulaski, TN Urban Cluster",186,356,344,127,127,127,99,58,127,58
"G72694","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pulaski, VA Urban Cluster","72694",,,,,,,,,,,"Pulaski, VA Urban Cluster",8855,8042,768,0,0,0,0,45,0,45,"Pulaski, VA Urban Cluster",368,378,241,127,127,127,127,73,127,73
"G72721","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pulaski, WI Urban Cluster","72721",,,,,,,,,,,"Pulaski, WI Urban Cluster",3379,3043,0,145,82,0,33,76,0,76,"Pulaski, WI Urban Cluster",436,373,99,173,79,99,47,103,99,103
"G72748","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pullman, WA Urban Cluster","72748",,,,,,,,,,,"Pullman, WA Urban Cluster",28668,23072,777,146,3179,120,309,1065,115,950,"Pullman, WA Urban Cluster",116,231,135,75,214,24,164,284,64,280
"G72775","2006-2010",,,,,,,,,,,,,,,,,,,,,"Punxsutawney, PA Urban Cluster","72775",,,,,,,,,,,"Punxsutawney, PA Urban Cluster",7070,7000,0,44,4,0,10,12,0,12,"Punxsutawney, PA Urban Cluster",162,166,109,39,8,109,16,10,109,10
"G72802","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pupukea--Waialua, HI Urban Cluster","72802",,,,,,,,,,,"Pupukea--Waialua, HI Urban Cluster",14948,5926,138,89,3788,877,99,4031,75,3956,"Pupukea--Waialua, HI Urban Cluster",1015,661,64,61,540,251,76,590,62,575
"G72829","2006-2010",,,,,,,,,,,,,,,,,,,,,"Purcell, OK Urban Cluster","72829",,,,,,,,,,,"Purcell, OK Urban Cluster",6871,5615,25,373,28,0,365,465,78,387,"Purcell, OK Urban Cluster",564,611,28,169,34,109,238,165,83,141
"G72856","2006-2010",,,,,,,,,,,,,,,,,,,,,"Purcellville, VA Urban Cluster","72856",,,,,,,,,,,"Purcellville, VA Urban Cluster",9217,8217,486,0,95,0,256,163,110,53,"Purcellville, VA Urban Cluster",630,676,250,127,85,127,221,185,178,43
"G72883","2006-2010",,,,,,,,,,,,,,,,,,,,,"Quanah, TX Urban Cluster","72883",,,,,,,,,,,"Quanah, TX Urban Cluster",2740,2157,298,0,44,0,183,58,58,0,"Quanah, TX Urban Cluster",256,260,180,127,44,127,132,70,70,127
"G72910","2006-2010",,,,,,,,,,,,,,,,,,,,,"Quarryville, PA Urban Cluster","72910",,,,,,,,,,,"Quarryville, PA Urban Cluster",5921,5735,52,0,7,0,97,30,7,23,"Quarryville, PA Urban Cluster",393,424,44,109,10,109,122,29,10,28
"G72937","2006-2010",,,,,,,,,,,,,,,,,,,,,"Quartzsite, AZ Urban Cluster","72937",,,,,,,,,,,"Quartzsite, AZ Urban Cluster",3605,3434,46,27,52,0,46,0,0,0,"Quartzsite, AZ Urban Cluster",57,120,56,46,53,132,75,132,132,132
"G72964","2006-2010",,,,,,,,,,,,,,,,,,,,,"Queen Creek, AZ Urban Cluster","72964",,,,,,,,,,,"Queen Creek, AZ Urban Cluster",13242,10181,117,86,122,11,2414,311,171,140,"Queen Creek, AZ Urban Cluster",1191,860,113,76,105,21,874,163,112,99
"G72991","2006-2010",,,,,,,,,,,,,,,,,,,,,"Queenstown, MD Urban Cluster","72991",,,,,,,,,,,"Queenstown, MD Urban Cluster",2934,2454,409,16,9,0,0,46,0,46,"Queenstown, MD Urban Cluster",452,347,300,27,15,127,127,54,127,54
"G73018","2006-2010",,,,,,,,,,,,,,,,,,,,,"Quincy, FL Urban Cluster","73018",,,,,,,,,,,"Quincy, FL Urban Cluster",11488,2370,8157,87,68,0,670,136,14,122,"Quincy, FL Urban Cluster",776,417,694,67,73,136,363,112,22,108
"G73045","2006-2010",,,,,,,,,,,,,,,,,,,,,"Quincy, IL Urban Cluster","73045",,,,,,,,,,,"Quincy, IL Urban Cluster",44916,41161,2002,73,372,0,323,985,189,796,"Quincy, IL Urban Cluster",451,515,221,42,70,119,129,194,113,153
"G73072","2006-2010",,,,,,,,,,,,,,,,,,,,,"Quincy, WA Urban Cluster","73072",,,,,,,,,,,"Quincy, WA Urban Cluster",6002,2506,0,53,0,11,3369,63,38,25,"Quincy, WA Urban Cluster",222,543,123,57,123,19,571,66,49,42
"G73099","2006-2010",,,,,,,,,,,,,,,,,,,,,"Quinlan, TX Urban Cluster","73099",,,,,,,,,,,"Quinlan, TX Urban Cluster",3277,3016,13,20,0,0,73,155,2,153,"Quinlan, TX Urban Cluster",471,443,21,26,127,127,61,95,8,94
"G73126","2006-2010",,,,,,,,,,,,,,,,,,,,,"Quitman, GA Urban Cluster","73126",,,,,,,,,,,"Quitman, GA Urban Cluster",4146,1033,2940,0,38,0,135,0,0,0,"Quitman, GA Urban Cluster",329,258,358,132,48,132,184,132,132,132
"G73153","2006-2010",,,,,,,,,,,,,,,,,,,,,"Racine, WI Urbanized Area","73153",,,,,,,,,,,"Racine, WI Urbanized Area",131473,96764,20406,374,1819,25,7947,4138,764,3374,"Racine, WI Urbanized Area",751,1314,616,132,264,31,1115,651,250,593
"G73180","2006-2010",,,,,,,,,,,,,,,,,,,,,"Radcliff--Elizabethtown, KY Urbanized Area","73180",,,,,,,,,,,"Radcliff--Elizabethtown, KY Urbanized Area",66888,49423,11636,320,1851,407,678,2573,174,2399,"Radcliff--Elizabethtown, KY Urbanized Area",1648,1512,614,167,186,165,232,434,132,427
"G73207","2006-2010",,,,,,,,,,,,,,,,,,,,,"Radford, VA Urban Cluster","73207",,,,,,,,,,,"Radford, VA Urban Cluster",24384,21920,1707,0,265,18,195,279,28,251,"Radford, VA Urban Cluster",659,694,245,127,38,29,98,133,34,124
"G73234","2006-2010",,,,,,,,,,,,,,,,,,,,,"Raeford, NC Urban Cluster","73234",,,,,,,,,,,"Raeford, NC Urban Cluster",7583,2292,4264,98,152,0,580,197,0,197,"Raeford, NC Urban Cluster",682,574,612,109,114,127,332,198,127,198
"G73261","2006-2010",,,,,,,,,,,,,,,,,,,,,"Raleigh, NC Urbanized Area","73261",,,,,,,,,,,"Raleigh, NC Urbanized Area",652302,438023,138538,2130,31652,193,31120,10646,1433,9213,"Raleigh, NC Urbanized Area",2851,3787,2008,389,1128,125,2221,1050,477,924
"G73288","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ramona, CA Urban Cluster","73288",,,,,,,,,,,"Ramona, CA Urban Cluster",25388,21713,227,137,476,75,1169,1591,202,1389,"Ramona, CA Urban Cluster",1398,1401,167,106,298,92,418,581,110,572
"G73315","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rancho Calaveras--Valley Springs, CA Urban Cluster","73315",,,,,,,,,,,"Rancho Calaveras, CA Urban Cluster",6143,5598,10,138,9,12,152,224,36,188,"Rancho Calaveras, CA Urban Cluster",731,733,21,96,16,19,111,113,50,104
"G73342","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rancho Murieta, CA Urban Cluster","73342",,,,,,,,,,,"Rancho Murieta, CA Urban Cluster",3172,2725,123,0,220,0,54,50,0,50,"Rancho Murieta, CA Urban Cluster",532,501,161,132,207,132,62,82,132,82
"G73369","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rantoul, IL Urban Cluster","73369",,,,,,,,,,,"Rantoul, IL Urban Cluster",13930,10385,2489,21,165,0,332,538,102,436,"Rantoul, IL Urban Cluster",234,508,397,22,93,119,269,242,99,207
"G73396","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rapid City, SD Urbanized Area","73396",,,,,,,,,,,"Rapid City, SD Urbanized Area",67513,55633,802,7030,593,0,580,2875,615,2260,"Rapid City, SD Urbanized Area",1090,1003,202,641,210,99,191,533,290,436
"G73423","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rathdrum, ID Urban Cluster","73423",,,,,,,,,,,"Rathdrum, ID Urban Cluster",5087,4895,15,18,14,0,0,145,0,145,"Rathdrum, ID Urban Cluster",343,363,25,29,21,119,119,130,119,130
"G73450","2006-2010",,,,,,,,,,,,,,,,,,,,,"Raton, NM Urban Cluster","73450",,,,,,,,,,,"Raton, NM Urban Cluster",6677,5167,36,282,13,0,936,243,198,45,"Raton, NM Urban Cluster",146,414,57,159,19,127,383,128,107,55
"G73477","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ravena, NY Urban Cluster","73477",,,,,,,,,,,"Ravena, NY Urban Cluster",4593,4069,152,0,20,0,293,59,25,34,"Ravena, NY Urban Cluster",331,443,110,123,29,123,257,63,39,48
"G73504","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ravenswood, WV Urban Cluster","73504",,,,,,,,,,,"Ravenswood, WV Urban Cluster",4112,4072,0,12,21,0,0,7,0,7,"Ravenswood, WV Urban Cluster",280,278,119,20,26,119,119,13,119,13
"G73531","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rawlins, WY Urban Cluster","73531",,,,,,,,,,,"Rawlins, WY Urban Cluster",7208,6357,87,48,103,3,455,155,56,99,"Rawlins, WY Urban Cluster",605,576,52,43,28,9,237,56,45,46
"G73558","2006-2010",,,,,,,,,,,,,,,,,,,,,"Raymond, NH Urban Cluster","73558",,,,,,,,,,,"Raymond, NH Urban Cluster",7195,6797,12,9,133,0,50,194,149,45,"Raymond, NH Urban Cluster",650,622,20,16,192,114,52,201,199,44
"G73585","2006-2010",,,,,,,,,,,,,,,,,,,,,"Raymond, WA Urban Cluster","73585",,,,,,,,,,,"Raymond, WA Urban Cluster",4766,3557,21,84,365,4,474,261,75,186,"Raymond, WA Urban Cluster",499,497,27,45,77,6,241,127,82,90
"G73612","2006-2010",,,,,,,,,,,,,,,,,,,,,"Raymondville, TX Urban Cluster","73612",,,,,,,,,,,"Raymondville, TX Urban Cluster",11055,9034,382,9,58,0,1510,62,22,40,"Raymondville, TX Urban Cluster",464,650,77,15,95,127,513,46,30,33
"G73639","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rayne, LA Urban Cluster","73639",,,,,,,,,,,"Rayne, LA Urban Cluster",8292,5565,2611,0,0,0,11,105,0,105,"Rayne, LA Urban Cluster",408,502,385,123,123,123,19,133,123,133
"G73666","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rayville, LA Urban Cluster","73666",,,,,,,,,,,"Rayville, LA Urban Cluster",3686,1008,2659,0,0,0,19,0,0,0,"Rayville, LA Urban Cluster",291,235,368,123,123,123,31,123,123,123
"G73693","2006-2010",,,,,,,,,,,,,,,,,,,,,"Reading, PA Urbanized Area","73693",,,,,,,,,,,"Reading, PA Urbanized Area",263381,206160,16406,385,4237,130,29577,6486,2141,4345,"Reading, PA Urbanized Area",1556,2572,832,140,351,130,1707,890,539,707
"G73720","2006-2010",,,,,,,,,,,,,,,,,,,,,"Red Bluff, CA Urban Cluster","73720",,,,,,,,,,,"Red Bluff, CA Urban Cluster",19774,16828,81,405,293,0,1346,821,243,578,"Red Bluff, CA Urban Cluster",818,875,96,184,147,132,528,306,145,247
"G73747","2006-2010",,,,,,,,,,,,,,,,,,,,,"Red Bud, IL Urban Cluster","73747",,,,,,,,,,,"Red Bud, IL Urban Cluster",3463,3456,3,4,0,0,0,0,0,0,"Red Bud, IL Urban Cluster",96,98,7,8,119,119,119,119,119,119
"G73774","2006-2010",,,,,,,,,,,,,,,,,,,,,"Redding, CA Urbanized Area","73774",,,,,,,,,,,"Redding, CA Urbanized Area",113623,100058,1012,2591,3219,202,2051,4490,671,3819,"Redding, CA Urbanized Area",1107,1186,182,536,394,63,530,599,250,548
"G73801","2006-2010",,,,,,,,,,,,,,,,,,,,,"Redfield, SD Urban Cluster","73801",,,,,,,,,,,"Redfield, SD Urban Cluster",2257,2172,64,5,0,5,0,11,0,11,"Redfield, SD Urban Cluster",208,200,85,8,99,8,99,15,99,15
"G73828","2006-2010",,,,,,,,,,,,,,,,,,,,,"Red Hook, NY Urban Cluster","73828",,,,,,,,,,,"Red Hook, NY Urban Cluster",4996,4269,26,0,407,0,195,99,9,90,"Red Hook, NY Urban Cluster",552,501,23,123,264,123,175,63,15,60
"G73855","2006-2010",,,,,,,,,,,,,,,,,,,,,"Redland, FL Urban Cluster","73855",,,,,,,,,,,"Redland, FL Urban Cluster",2544,2404,65,0,14,0,47,14,0,14,"Redland, FL Urban Cluster",784,781,61,136,22,136,79,24,136,24
"G73882","2006-2010",,,,,,,,,,,,,,,,,,,,,"Redmond, OR Urban Cluster","73882",,,,,,,,,,,"Redmond, OR Urban Cluster",20346,18457,53,579,254,16,618,369,69,300,"Redmond, OR Urban Cluster",869,964,41,509,157,27,316,150,65,139
"G73909","2006-2010",,,,,,,,,,,,,,,,,,,,,"Red Oak, IA Urban Cluster","73909",,,,,,,,,,,"Red Oak, IA Urban Cluster",5644,5417,17,0,50,0,68,92,0,92,"Red Oak, IA Urban Cluster",129,163,22,99,46,99,96,54,99,54
"G73936","2006-2010",,,,,,,,,,,,,,,,,,,,,"Red Springs, NC Urban Cluster","73936",,,,,,,,,,,"Red Springs, NC Urban Cluster",3952,1258,1809,306,0,20,264,295,0,295,"Red Springs, NC Urban Cluster",494,461,473,254,127,32,335,245,127,245
"G73963","2006-2010",,,,,,,,,,,,,,,,,,,,,"Red Wing, MN Urban Cluster","73963",,,,,,,,,,,"Red Wing, MN Urban Cluster",14898,14093,338,170,2,35,148,112,0,112,"Red Wing, MN Urban Cluster",353,389,134,84,6,42,100,63,93,63
"G73990","2006-2010",,,,,,,,,,,,,,,,,,,,,"Redwood Falls, MN Urban Cluster","73990",,,,,,,,,,,"Redwood Falls, MN Urban Cluster",4725,4496,7,78,44,0,31,69,0,69,"Redwood Falls, MN Urban Cluster",194,216,12,60,46,93,38,52,93,52
"G74017","2006-2010",,,,,,,,,,,,,,,,,,,,,"Reed City, MI Urban Cluster","74017",,,,,,,,,,,"Reed City, MI Urban Cluster",2922,2807,22,9,0,0,0,84,0,84,"Reed City, MI Urban Cluster",363,346,23,14,109,109,109,47,109,47
"G74044","2006-2010",,,,,,,,,,,,,,,,,,,,,"Reedley--Dinuba, CA Urban Cluster","74044",,,,,,,,,,,"Reedley--Dinuba, CA Urban Cluster",43363,30088,106,279,1293,0,10410,1187,715,472,"Reedley--Dinuba, CA Urban Cluster",643,1649,91,199,479,132,1455,473,433,172
"G74071","2006-2010",,,,,,,,,,,,,,,,,,,,,"Reedsburg, WI Urban Cluster","74071",,,,,,,,,,,"Reedsburg, WI Urban Cluster",7790,7174,38,133,64,0,344,37,0,37,"Reedsburg, WI Urban Cluster",329,354,55,144,61,99,260,54,99,54
"G74098","2006-2010",,,,,,,,,,,,,,,,,,,,,"Reedsport, OR Urban Cluster","74098",,,,,,,,,,,"Reedsport, OR Urban Cluster",4202,3798,0,21,27,0,203,153,0,153,"Reedsport, OR Urban Cluster",105,270,123,22,30,123,230,123,123,123
"G74125","2006-2010",,,,,,,,,,,,,,,,,,,,,"Refugio, TX Urban Cluster","74125",,,,,,,,,,,"Refugio, TX Urban Cluster",3001,2322,439,11,0,0,76,153,14,139,"Refugio, TX Urban Cluster",110,170,95,19,127,127,58,130,19,123
"G74152","2006-2010",,,,,,,,,,,,,,,,,,,,,"Reidsville, NC Urban Cluster","74152",,,,,,,,,,,"Reidsville, NC Urban Cluster",13949,7623,5694,58,142,0,174,258,51,207,"Reidsville, NC Urban Cluster",414,561,572,63,139,127,151,145,69,119
"G74179","2006-2010",,,,,,,,,,,,,,,,,,,,,"Reno, NV--CA Urbanized Area","74179",,,,,,,,,,,"Reno, NV Urbanized Area",338215,267857,9041,4507,18044,1999,26620,10147,1876,8271,"Reno, NV Urbanized Area",1959,2620,553,512,837,232,2033,964,451,881
"G74206","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rensselaer, IN Urban Cluster","74206",,,,,,,,,,,"Rensselaer, IN Urban Cluster",6091,5749,176,39,38,0,7,82,39,43,"Rensselaer, IN Urban Cluster",340,362,88,47,27,119,14,74,64,34
"G74233","2006-2010",,,,,,,,,,,,,,,,,,,,,"Republic, MO Urban Cluster","74233",,,,,,,,,,,"Republic, MO Urban Cluster",11257,10550,52,50,84,0,63,458,56,402,"Republic, MO Urban Cluster",529,574,68,80,100,114,84,206,65,210
"G74260","2006-2010",,,,,,,,,,,,,,,,,,,,,"Rexburg, ID Urban Cluster","74260",,,,,,,,,,,"Rexburg, ID Urban Cluster",24941,23875,140,107,268,0,114,437,92,345,"Rexburg, ID Urban Cluster",470,474,63,48,85,119,106,171,95,135
